<EMAIL>sbell@aellab.com</EMAIL><LAB EDD>T2023543(ADAPT).csv</LAB EDD><FIELD EDD>T2023543(ADAPT Field).csv</FIELD EDD>
"Export_User","Export_DateTime","Facility_ID","TestSite_ID","Facility_Name","TestSite_Name","Well_Purged","Sample_ID","Sample_Date","Sample_Method","Sample_Filtered","Matrix","STORET_Code","Parameter","Lab_Cert_Numb","Prep_Date","Prep_Method","Preserv_Intact","Analysis_Date","Analysis_Method","Result","Units","Qualifier","Detection_Limit","Comments","Report_Type","Key","Rev","Testsite Table","Program_Area","Client_Analyte_ID","Error","Dilution","Percent_Moisture","Reporting_Limit"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","3.7","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","5.5","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","077416","2-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","8.2","ug/L",,"0.031",,"SEMGW","*********",,,"PRP","91576",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","T2023543006","2020/12/18 10:54:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/23 16:56:00","EPA 8270/PAH Low Level","560","ug/L",,"0.41",,"SEMGW","*********",,,"PRP","90120",,"10",,"1.9"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","T2023543009","2020/12/18 11:20:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:44:00","EPA 8270/PAH Low Level","1.6","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","T2023543008","2020/12/18 11:45:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 21:15:00","EPA 8270/PAH Low Level","2.8","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","T2023543007","2020/12/18 12:11:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 20:47:00","EPA 8270/PAH Low Level","0.37","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","T2023543003","2020/12/18 12:36:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:52:00","EPA 8270/PAH Low Level","220","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","T2023543005","2020/12/18 13:00:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:49:00","EPA 8270/PAH Low Level","6.1","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","T2023543001","2020/12/18 13:27:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 17:55:00","EPA 8270/PAH Low Level","6.2","ug/L",,"0.040",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","T2023543002","2020/12/18 13:53:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 18:23:00","EPA 8270/PAH Low Level","7.2","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","T2023543004","2020/12/18 14:20:00","PP","N","W","077418","1-Methylnaphthalene","E84589","2020/12/22 08:00:00","3510","Y","2020/12/22 19:21:00","EPA 8270/PAH Low Level","120","ug/L",,"0.041",,"SEMGW","*********",,,"PRP","90120",,"1",,"0.19"
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-33","Y","MW-33","2020/12/18 10:54:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 10:54:00","NA","NA","2020/12/18 10:54:00","EPA 180.1","1.36","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-36","Y","MW-36","2020/12/18 11:20:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 11:20:00","NA","NA","2020/12/18 11:20:00","EPA 180.1","3.81","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-35","Y","MW-35","2020/12/18 11:45:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 11:45:00","NA","NA","2020/12/18 11:45:00","EPA 180.1","1.77","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-34","Y","MW-34","2020/12/18 12:11:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 12:11:00","NA","NA","2020/12/18 12:11:00","EPA 180.1","3.96","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-29R","Y","MW-29R","2020/12/18 12:36:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 12:36:00","NA","NA","2020/12/18 12:36:00","EPA 180.1","3.01","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-32","Y","MW-32","2020/12/18 13:00:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 13:00:00","NA","NA","2020/12/18 13:00:00","EPA 180.1","5.51","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-12R","Y","MW-12R","2020/12/18 13:27:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 13:27:00","NA","NA","2020/12/18 13:27:00","EPA 180.1","6.09","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-28RR","Y","MW-28RR","2020/12/18 13:53:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 13:53:00","NA","NA","2020/12/18 13:53:00","EPA 180.1","6.94","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
"sue bell","2020/12/28 12:11:52","9202376",,"DURA STRESS INC","MW-31R","Y","MW-31R","2020/12/18 14:20:00","PP","NA","W","082078","Turbidity","NA","12/18/2020 14:20:00","NA","NA","2020/12/18 14:20:00","EPA 180.1","4.86","NTU","D",,,"SEMGW","*********",,,"PRP",,,,,
